"language_code","language_name","language_synonym","thesaurus_heading_language","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","uri"
"Y48","Wik Ompom","Wik|Wik Ompom/Wikampama|Wikatinda|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Aiakampana|Ambama|Ampana Gambana|Kokala|Kokiala|Kookealla|Omban|Wik ompmam|Wik Ompon|Wik Ompoma","Wik Ompom language Y48","-13.344189185744","142.086325170800","https://collection.aiatsis.gov.au/austlang/language/y48"
"Y49","Wik Elken","wikalkan|Wik|Wik Kalkan|Wikatinda|Wik Ompom|Wikampama|Wik Ngathara|Wik Epa|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Galban|Algan|Wik kalkan|Wik Alkanha|Wik ngatara|Wik Alkan|Wik kalkin|Wik natara|Ngadara","Wik Elken language Y49","-13.717382138225","141.599520211280","https://collection.aiatsis.gov.au/austlang/language/y49"
"Y5","Kawalgaw Ya","Muralag|Kaurareg|Kaurarega|Kowrarega|Kauralaig|Kauraleg|Koro rega|Korariga|Kauralaigal|Malulaig|Muralug|Wathai yunu|Kokkaiya|Alkaiyana|Koiyana","","-10.643285260301","142.214285533110","https://collection.aiatsis.gov.au/austlang/language/y5"
"Y50","Umpithamu","Umbindhamu|Jeteneru|Ompindamo|Arummarbin|Dyrlwai|Janggulmbal|Janggurunggu|Yintjinggu|Barungguan|Umpinthamu|Barunguan|Baka|Banjigam|Jintjingga|Yintjingga|Njindingga|Umbuigamu|Ganganda","Umpithamu language Y50","-14.035568345802","143.448854287500","https://collection.aiatsis.gov.au/austlang/language/y50"
"Y51","Wik Ngatharr","Wik Alken|Wikalkan|Wik Ngatharra|Wik|Wik Ngathara|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Epa|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Algan|Alkan|Charra|Galan|Kalkin|Natara|Ngadaara|Ngadara|Wik Älkän|WikNgadara|Wik algan|Wik kalkan|Wik kalkin|Wik nätara|Wik ngatara|Wikkolon|Wikngatara|Wooli|Wik Ngathar|Wik Ngatara|Wik Alkanha|Wik Alkan|Wik natara","Wik Ngatharr language Y51","-13.753871964313","141.607934189870","https://collection.aiatsis.gov.au/austlang/language/y51"
"Y52","Wik Epa","Wik Ep|Wik Iit|Wik|Wik Epa/Wikepa|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Eba|Epa|Eppe|Wikep|Wik Ep Wik Eppa|Wikeppe|WikMeAnh|Wik Iita|Wik Eppa","Wik Epa language Y52","-13.895443596467","141.788766120470","https://collection.aiatsis.gov.au/austlang/language/y52"
"Y53","Wik Me'anh","Wik Menh|Wik Meanha|Wik|Wik Meanha/Wikmean|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wikepa|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Meian|Mejan|WikMeana|Wik Muinh|Wik Me enh|WikMeAnh|Wik Mean|Wik Meanh|none","Wik Me'anh language Y53","-14.011775495896","141.927817449200","https://collection.aiatsis.gov.au/austlang/language/y53"
"Y54","Wik Ngathan","Wik linjtjenj|Ngaduna|Wik ngatona|Wik Iinychanya","Wik Ngathan language Y54","-14.064331306980","141.647868866770","https://collection.aiatsis.gov.au/austlang/language/y54"
"Y55","Morrobolam","Morroba Lama|Umbuygamu|Kuuku yani|Barunguan|Yindyingga|Ajarumbal|Aradal|Bungkol|Burlngulu|Juwinbadha|Barungguan|Umpuykumu|Umbuykamu|Baka|Banjigam|Jintjingga|Yintjingga|Njindingga|Umbuigamu|Umbindhamu|Ganganda","Morrobolam language Y55","-14.251907119434","143.534959598100","https://collection.aiatsis.gov.au/austlang/language/y55"
"Y56","Wik Ngathanya","Wik Ngathana|Wik|Wiknatanja|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wikepa|Wik Meanha|Wikmean|Mimungkum|Wik Mungkana|Wiknantjara|Natanya|Ngadanja|Wig Ngadhan|Wikngatan|Wik Natan|Wik Ngartona|Wik ngatona","","","","https://collection.aiatsis.gov.au/austlang/language/y56"
"Y57","Wik Mungkan","Wik Mungknh|Wik Munkan|Wik|Mimungkum/Wik Mungkana|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Wiknantjara|Anja|Ayan|Badjimu|Monkanu|Mugola|Munggan|Munggano|Mungkan|Munkan|Munkanj|Munkanu|WikHungkan|Wik Mongkan|Wik Monkan|Wik Mongken|Wik Munggan|Wik Mungkanh|Wik Mungken|Wika Munkan|Wikmungkan|Wikmungken|Wikmunkan|Woran am|Wik Mungknh hill|Munggan (Wik-)","Wik Mungkan language Y57","-13.722681824321","142.326254994400","https://collection.aiatsis.gov.au/austlang/language/y57"
"Y59","Kugu Nganhcara","Kugu/Wik Nganhcara|Wikngenchera|Wik Ngandjara|Ngandjara|Wik|Wiknantjara|Wikatinda|Wik Ompom|Wikampama|Wik Kalkan|Wik Ngathara|Wik Epa|Wikepa|Wik Meanha|Wikmean|Wiknatanja|Mimungkum|Wik Mungkana|Nantjara|Ngantjeri|Wik nantjara|Wik Natjerra|Wik Ngencherra|Wik Nganhcara|Wik Ngantjera|Wiknantyara|Kugu Nganychara","Kugu Nganhcara language Y59","-14.489781028133","141.792188915700","https://collection.aiatsis.gov.au/austlang/language/y59"
"Y6","Djagaraga","Yadhaigana|Gumakudin|Jadaikana|Ynduyamu|Yaraidyana|Yathaikeno|Dyagaraga|Yagulle|Gudang|Alauian|Unduamo|Undooyamo|Kekosino|Kekoseno|Kokiliga","Djagaraga language Y6","-10.816265909483","142.520341590780","https://collection.aiatsis.gov.au/austlang/language/y6"
"Y60","Ayapathu","Ayabadhu|Abadja|Ai ebadu|Aiabadu|Aiyabotho|Aiyaboto|Ajabadha|Ajabatha|Ajibyrdu|Apatya|Badja|Baldya|Balfja|Jabuda|Kikahiabilo|Koka Ai ebadu|Koka aiebadu|Koko Aiebadu|Koko Badja|Koko Baldya|Koko Baltja|Aiebadu","Ayapathu language Y60","-14.418513875449","143.239924726740","https://collection.aiatsis.gov.au/austlang/language/y60"
"Y61","Flinders Island (retired)","Oko Wurriima|Flinders Island|Mutumui|Walmbaria|Itu|Ambydher|Kokomiabilo|Mairughan|Manpirlmung wa|Mbambylmu|Mbyrlmurl|Miabilo|Pipon Island|Wurima|Walmbar|Yalnga bar","Flinders Island language Y67","-14.275587766419","144.388915586120","https://collection.aiatsis.gov.au/austlang/language/y61"
"Y62","Ama Ambilmungu","Gambilmugu","","","","https://collection.aiatsis.gov.au/austlang/language/y62"
"Y63","Jugaiwadha","Ju'gaiwadha","","","","https://collection.aiatsis.gov.au/austlang/language/y63"
"Y63.1","Barrow Point","Barrow Point language|Mutumui|Itu|Walmbaria|Basthom|Basthon|Baulam|Ebole|Eibole|Eipolin|Jugaiwatha|Karbungga|Mbambylmu|Mutumi|Njegudi|Ongwara|Mudumui","Barrow Point language Y63.1","-14.475977159965","144.594439774570","https://collection.aiatsis.gov.au/austlang/language/y63.1"
"Y64","Pakanh","Bakanha|Ayabakan|u|Pakanha|Bakanh|Ajabakan|Ajabatha|Aiabakan|Aw Ayan|Baganu|Bakanu|Gugu Jan|Jan|Kokojan|Pakanhu|Yir Mayan|Uw Ayan","Pakanh language Y64","-14.591437067426","142.347730117470","https://collection.aiatsis.gov.au/austlang/language/y64"
"Y65","Aghu Tharnggala","Aghu Tharrnggala|Aghu Tharnggalu|Aghu|Agu Tarnggele|Aku Danggela|Darnggele|Darnggelle|Aghu Tharnggal|Aghu Tharnggalai","Aghu Tharnggala language Y65","-14.922659058108","144.135831238050","https://collection.aiatsis.gov.au/austlang/language/y65"
"Y66","Wurangung","Cocobathan|Jeteneru|Yadaneru|Ompindamo","Wurangung language Y66","-14.599940416283","143.566877424790","https://collection.aiatsis.gov.au/austlang/language/y66"
"Y67","Flinders Island language","Flinders Island language|Biyalgeyi|Aji","Flinders Island language Y67","","","https://collection.aiatsis.gov.au/austlang/language/y67"
"Y68","Baraban","Arlgandung","","","","https://collection.aiatsis.gov.au/austlang/language/y68"
"Y69","Kuuk Thaayorre","Kuuk Thayorre|Thayore|Thaayorre|Koko Daiyuri|Koko Taiyor|Taior|Bohran|Da:jor|Daiyuri|Dajor|Dayorr|Gugujak|Kokkotaijari|Koko|Koko Tayorre|Koko yak|Kokotaiyari|Kokotayor|Taiol|Taiyor|Tayor|Tayore|Tayorr|Thayarre|Thayorre|Ku k Thayori|Dha:yorre|Kuuk Thaayoore|Thaayore|Gugudayor|Kuktayor|Kukudayore|Behran|Thaayorr","Kuuk Thaayorre language Y69","-14.909010990228","141.787014796640","https://collection.aiatsis.gov.au/austlang/language/y69"
"Y7","Angkamuthi","Anggamudi|Ankamuti|Atampaya|Bawtjathi|Lotiga|Nggamadi|Uradhi|Utangikwathiya|Utudhanamu|Aheanjadiddie|Am kemti|Ambaigan|Amkomti|Andengu|Apukwe|Apukwi|Atambaia|Gamete|Gametty|Gamiti|Gamuthi|Gomokudin|Goomkadeen|Goomkoding|Jamagundji|Joonkoonjee|Jumagundji|Ng kamadji|Ngamiti|Ngammatta|Ngammatti|Nggamiti|Ngkamadyi|Oiyamkwi|Oiyankwi|Ondaima|Oujamkiri|Oyemukui|Um yawil|Yumakundji|Yumikundji|Ngam matta","Angkamuthi language Y7","-11.314463240555","142.294158154030","https://collection.aiatsis.gov.au/austlang/language/y7"
"Y70","Yuwula","Aj juwalnga|Galbawa|Juwula|Kalpawa|Kokangol|Koko Gol|Kookakolkoloa|Oco carnigal|Owonmunga","Yuwula language Y70","","","https://collection.aiatsis.gov.au/austlang/language/y70"
"Y71","Gugu Rarmul","Koko Rarmul|Aburarm|Aghairu|Aku|Aku Rarmal|Almook|Almura|Alwangara|Anggul|Beengeewarra|Bindaga|Bindjiwara|Djauan|Fulgola|Gugu Almura|Gujudi|Hrahmul|Jawa|Jouon|Koko negodi|Kokojawa|Kokonjekodi|Kokorarmul Kokorarmul|Kokoyawa|Mara Rarmul|Me Aghairu|Milli|Ok Anggul|Radman|Ralman|Rarmul|Walwangai|Yoyah|Mara rarmul|Kokorarmul|AkuRarmul","Gugu Rarmul  Y71","-14.767501438225","144.109683861120","https://collection.aiatsis.gov.au/austlang/language/y71"
"Y72","Yir Yoront","Yirr Yorront|Yirr Thutjim|Cape York Peninsula Languages|Jir Joront|Dangedl|Dhanuun|Djudjan|Dudjym|Gorminag|Gwandera|Jirjoront|JirJorond|Jir djudjam|Jir Jirond|Jirmel|Koka mungin|Koko manjoen|KokoMandjoen|Kokomindjan|Kokomindjen|KokoMindjin|Kokominjan|KokoMinjen|Mandjoen|Mel Jir|Millera|Mindjana|Mindjen|Mindjin|Mundjun|Mynduno|NgambaWandh|YirThangedl|Yir yiront|Yir Yorond|Yirmel|Yirtangettle|Yirtutiym|Kokomindjin|Kokomandjoen|Kokominjen|Kuuk Thawvnhon|Koko Minychéna|YirrqYorront|Yirrq Thuch|Kok Minychéna","Yir Yoront language Y72","-15.125737544726","141.712047029000","https://collection.aiatsis.gov.au/austlang/language/y72"
"Y73","Uw Olkola","Olgol|Cape York Peninsula Languages|Kunjen|Koko Olkol|Koko Olkolo|Olkol|Koko olkol|Olkulo|Koka ollugul|Ulkulu|Wulgulu|Olgolo|Olcoola","Uw Olkola language Y73","-15.347937544471","142.698642780210","https://collection.aiatsis.gov.au/austlang/language/y73"
"Y74","Gugu Yawa","Anggul|Fulgola|Ok Anggul|Jawa|Kokojawa|Possum Language|Agu Alwon|Kuku Yawa|Uw Anbu; Koogo yowa|Kuku Ulan|Koko Yawa|Djauan|Kokorarmul|Jouon|AkuRarmul|Bindaga","Gugu Yawa language Y74","-15.380189880207","144.031378882250","https://collection.aiatsis.gov.au/austlang/language/y74"
"Y75","A'ragu","Aragu","A'ragu language Y75","","","https://collection.aiatsis.gov.au/austlang/language/y75"
"Y76","Gwandera","","Gwandera language  Y76","","","https://collection.aiatsis.gov.au/austlang/language/y76"
"Y78","Kuku Yalanji","Kuku Yalanji|Kuku Yalaja|Kuku Yelandji|Kuku yalanji|Djankun|Jungkurara|Kokojelandji|Kokokulunggur|Kokowalandja|Muluridji|Wakara|Wulpura|Booroorar|Cangoora|Chokonara|Cuegudira|Djiling|Gugu Jalandji|Gugu Yalandji|Gugu Yalanji|Gumbo|Gumbu|Jal:a|Jelanji|Jiling Juliacara|Junkara|Kokalungie|KokoJelandji|Koko Yerlandji|Koko yalanji|Koko yerlandji|Koko yerlandtji|Koko yerlantchi|Koko yerlantji|Kokolerlaatchi|Kokolunge|Kokoyellanji|Kooka alanji|Kuku Yalandji|Kyahara|Lerlantchi|Moorara|Nooroorarra|Tchoolooorara|Tondayara|Walparara|Yalampa|Yalandji|Yalandyi|Yallar|Yelandji|Yiling|Yoon koor ara|Yunkurara|Koko Jelandji|Kokoyerlantji|Kokolerlantchi|Gugu Yalandyi|Koko Katji","Kuku Yalanji language Y78","-16.497447852508","144.629375153500","https://collection.aiatsis.gov.au/austlang/language/y78"
"Y79","Guugu-nyiguudyi","Mun ba rah|Munbara|Nggodi|Njekodi|Ngegudi|Kokonjekodi|Koko negodi|Bindjiwara|Beengeewarra|Gugu Almura","Guugu-Nyiguudyi language Y79","-14.653637358038","144.784568972040","https://collection.aiatsis.gov.au/austlang/language/y79"
"Y8","Yadhaykenu","Yadhaigana|Djagaraga|Gumakudin|Jadaikana|Ynduyamu|Yaraidyana|Yathaikeno|Galaigan|Induyames|Induyamo|Jadhaigana|Jaraidjana|Jathaikana|Jathaikeno|Uathaikama|Unduyarm|Yadaigan|Yadaikanu|Yagulles|Yaldaigan|Yandigan|Yaraidyena|Yaraikana|Yaraikanna|Yaraikkanna|Yarakino|Yardaikan|Yardigan|Yarudolaiga|Yarudolaigas|Yathaikano|Yathaikana|Yadhaikana|Yäraidyana","Yadhaykenu language Y8","-11.483775966647","142.725751587490","https://collection.aiatsis.gov.au/austlang/language/y8"
"Y80","Kuku-warra","Kuku Wara|Gugu Warra|Kokowarra|Coo coo warra|Jaram|KokoWara|Koko wara|Koko Wara|Kookowara|""Lama Deighton Tribe""|Wara|Wijaram|Gugu Wara|Kokowara|Laia|Aghu Laia|Kookawarra|Coo oo warra|Gugu Warra; Laura Deighton tribe for Kokowara|Koko Laia|Coo coo warra for Laia","Kuku-Warra language Y80","-15.094032406780","144.612261112310","https://collection.aiatsis.gov.au/austlang/language/y80"
"Y81","Kuku Walandja","Koko Walandja|Kuku yalanji|Kokowalandja|Djankun|Jungkurara|Kokojelandji|Kokokulunggur|Muluridji|Wakara|Wulpura|Gangawara|Kangawara|KokoWalandja|Koko katji|Pulponara|Wallandya|Koko Katji|Gugu Walandja","Kuku Walandja language Y81","","","https://collection.aiatsis.gov.au/austlang/language/y81"
"Y82","Guugu Yimidhirr","Guugu Yimidhirr|Guguyimidjir|Kokoimudji|Kokonjekodi|Balara|Boolcanara|Bullangi|Bulponara|Bulpoonarra|Djidjul|Emoji|Galai Garburnga|Gog yimidjir|Gogo Yimidjir|Gu|gu Yimidir|Gug Imudji|Gug timidir|Gugu yimidjir|I:du|Imudji|Ithu|Jidhu|Jimidir|Jimudji|Jungkurara|Junkara|Kalay|Karpungga|Karpurnka|Koko Dyungay|Koko Ialiu|Koko Ialunia|Koko Imudji|Koko Yimidjir|Koko aungu|Koko jimidir|Koko yimidir|Kokodjilandji|Kokojalanja|Kokojimoji|Kokoyalunyu|Kokoyimidir|Kookawanga|Kookoymma|Kookoyuma|Kuku Yimidyi|Tyrhal|Wiu|Wuriwatha|Wurkuldi|Yokarra|Yung Kurara|Yungkarara|YunguraraYimidir|Gugu Yimidhirr|Yimithirr|Koko Yimidir","Guugu Yimidhirr language Y82","-15.085217541197","144.942794609150","https://collection.aiatsis.gov.au/austlang/language/y82"
"Y83","Kunjen","Cape York Peninsula Languages|Kunjen|Gugu Nyungkul|Kawarrangg|Laia|Muragan|Ngundjan|Okunjan|Olkolo|Oykangand|Ayan|Gudjal|Gundjen|Gundjun|Ikan|Koonchulburra|Koonjan|Koonjen|Kundjen|Kuntjan|Kuritja:l|Kutabal|Kuthabal|Kutjal|Kwearriburra|Ogh Undyan|Ogondyan|Ogontjel|Okundjain|Okuntjel|Oyangant|Oggonjin|Kundjan|Koko Kuntjan|Kundjin|Kokoyan|Kunjin|Koko wansin","Kunjen language Y83","-15.723816026628","142.654334025280","https://collection.aiatsis.gov.au/austlang/language/y83"
"Y84","Kuku Thaypan","Thaypan|AghuLaia|AkuLaia|Ambaram|Angandjan|Arlga|Awurangung|BarimanCutinma|Bariman Cudhinma|Barimangudinma|Barinangndinma|Barinman Guthinma|Cocobathan|Coo coo warra|Daiban|Gugu Dhayban|Jadeneni|Jeteneru|Jetieneru|Koko Laia|Kokowara|Koogabatha|Kookoobathy|Kuku Taipan|Laia|Ompindamo|Owynggan|Parimankutinma|Parinman Gutinma|Purangunuma|Taipan|Taypan|Wurangung|Yadaneru|Yananeru|Dhayban|Wu Laya|Laya|Awu Alaya|Awu-Laya","Kuku Thaypan language Y84","-14.660317992231","143.914338863680","https://collection.aiatsis.gov.au/austlang/language/y84"
"Y85","Koko Bera","Kok Kaber|Gugubera|Koko bera|Kokopera|Anavilla|Ba:bung|Babung|Badedj|Bera|Berang|Gogo Bera|Gonani:n|Goonamen|Goonamin|Goonamon|Goonanin|Gumani|Gunami|Gunani|Gunanni|Kok Per|Koko babung|Koko Pera|Koko Peryn|Kokopapun|Kokopapung|Konanin|Kukaberra|Kungkara|Nanna|Ninnggora|Paperyn|Papung|Peryn|Wab|Kokobera|Gugu Bera|Kok Kaper|Kongarrlh|Kok Kapér","Koko Bera language Y85","-15.634918096202","141.620618557350","https://collection.aiatsis.gov.au/austlang/language/y85"
"Y86","Kuku Bididji","Kokobididji|Koko Bididji|Gugu Bididji|Kuku Bidiji|Kokobididyi|Kokobidinji|Gugu bidinji|Koko Piddaji","Kuku Bididji language Y86","-15.748810427134","144.997329711910","https://collection.aiatsis.gov.au/austlang/language/y86"
"Y87","Kuku Buyunji","Kuku Buyundji|Annan River tribe|Badadubil|Bujinjdji|Bujundji|Buyundji|Gugu bullanji|Gugubuyun|Koko Bujundji|Kokobujundji|Kokobulanji|Kokonyungal|Gugu Buyundji|Eastern Kuku Yalanji|Koko Buyundji","Kuku Buyunji language Y87","-16.219343481309","145.342479943290","https://collection.aiatsis.gov.au/austlang/language/y87"
"Y88","Banambila","Lamalama|Bakanambia|Jeteneru|Bunabila wara|Bunnabilara|Wanbara|Wambara|Kokolamalama|Lamul lamul|Kokaoalamalma|Mukinna|Banambia","Banambila language Y88","","","https://collection.aiatsis.gov.au/austlang/language/y88"
"Y89","Kuku Tungay","Kuku Dungay|Julngay|Tyulngai|Djulngui|Jungkurara|Kuku Tyunkay|Junkurara|Yungkarara|Junkara|Koko Dyungay|Yungurara|Yung Kurara|Koko aungu|Kokodjilandji|Kokojalanja|Kokoyalunyu|Koko Ialunia|Koko Ialiu|Bulponara|Bulpoonarra|Yokarra","Kuku Tungay language Y89","-16.016659929745","145.347921562670","https://collection.aiatsis.gov.au/austlang/language/y89"
"Y90","Kuku Nyungkul","Kuku Njungkul|Kuku Yalanji|Gugu Nyungkul","Kuku Nyungkul language Y90","-15.750294371885","145.251321133450","https://collection.aiatsis.gov.au/austlang/language/y90"
"Y91","Gonaniin","Koko Bera|Konanin|Bera|Peryn|Wab|Gonani:n|Kokopera|Koko bera|Kukaberra|Kungkara|Goona nin|Gunani|Gunanni|Goonamin|Goonamon|Koko papung|Kokopapun|Ba:bung","","","","https://collection.aiatsis.gov.au/austlang/language/y91"
"Y92","Kuku Yanyu","Ialiu|Janju|Kokojanju|Kokoyalyu|Yaliu|Yalyu|Yanyu|Gugu Yanju|Kokjanju","Kuku Yanyu language Y92","","","https://collection.aiatsis.gov.au/austlang/language/y92"
"Y93","Koko Dhawa","Kok Thaw|a|Koko Petitj|Uw Inhal|Ogh Injigharr|Da:wa|Daua|Koka tabul|Koko daua|Tyor|Yabul|Yahwah|Gugu Dhaw|Kwantari|Uw Inal|Koko Pititj|Kuantari|Kundara|Gundara|Goondarra|Wangara|Wanggara|Kokowanggara|Kokawan gar|Kokatabul|Kokodaue|Oikand","Koko Dhawa language Y93","-16.050900536399","141.806153256440","https://collection.aiatsis.gov.au/austlang/language/y93"
"Y94","Kuku Mini","Aghu Tharnggalu|Kokomini|Akoon koon|Akoonkool|Akunkun|Koko Mini|Koko minni|Koogaminny|Koogobatha|Koogobathy|Koogominny|Kookaminnie|Kookawarra|Mini|Mirkin|Gogo Mini|Gugu Mini|Kooga minny","Kuku Mini  language Y94","-16.053297131657","143.461325388470","https://collection.aiatsis.gov.au/austlang/language/y94"
"Y95","Kutjal","Kutabal|Kuttabal|Gudabal|Kuritja:l|Kuthabal|Koochulburra|Okuntjel|Kwearriburra","","-17.312007513276","143.220954220760","https://collection.aiatsis.gov.au/austlang/language/y95"
"Y96","Gugu Jan","Jan|YirMayan|Baganha","","","","https://collection.aiatsis.gov.au/austlang/language/y96"
"Y97","Muluridji","Kuku|Muluridyi|Kuku yalanji|Djankun|Jungkurara|Kokojelandji|Kokokulunggur|Kokowalandja|Wakara|Wulpura|Binjara|Gugu Muluridyi|Kokanodna|Koko moloroiji|koko moloroitji|Kokomoloreij|Kokomoloreitji|Kookanoona|Molloreiji|Molloroiji|Moorlooratchee|Mulari ji|Mularitchee|Mullridgey|Muluritji|Waluridji|Muluriji|Mulurutji|Kokomoloroitji|Kokomoloroij|Mull ridgey","Muluridji language Y97","-17.118567956488","145.349834607750","https://collection.aiatsis.gov.au/austlang/language/y97"
"Y98","Kuku Waldja / Wulpura","Koko baldja|Koko waldja|Kokowaldja|Waldja|Walpoll|Wolpa|Woora|Wulbur ara|Wulbura|Wulpurara|Wulurara|Wulurarara|Gugu Waldja","Kuku Waldja / Wulpura language Y98","-16.226318647741","145.076711644310","https://collection.aiatsis.gov.au/austlang/language/y98"
"Y99","Kuku Yalanyu","Jalunju|Kokokulunggur|Koko yalung|Ngarlkajee|Kuku Yalunyu","Kuku Yalunyu language Y99","","","https://collection.aiatsis.gov.au/austlang/language/y99"
"Y225","Wik Totjan","","","","","https://collection.aiatsis.gov.au/taxonomy/term/349267"
"S99","Hunter River - Lake Macquarie language","Hunter River - Lake Macquarie language|Awabakal|Geawegal|Karikal|Garigal|Wonnaruah|Wanarruwa|Kuringgai","Hunter River - Lake Macquarie language S99","","","https://collection.aiatsis.gov.au/austlang/language/s99"
"S62","Kuringgai","Cameeragal|Awabakal|Kameraigal|Karikal|Garigal","Kuringgai language S62","-33.406483198853","151.334222305010","https://collection.aiatsis.gov.au/austlang/language/s62"
"Y108","Wagaman","Agwamin|Wakamon|Ewamin|Wakara|Okenyika|Tjapatja|Wakaman|Wakkamon|Warkaman|Warkamin|Warkeeman|Warkeemon|Wataman|Warkeemin|Warkemon|Wata man","Agwamin language Y132","","","https://collection.aiatsis.gov.au/austlang/language/y108"
